region;regionCounty;regionMetro;regionCity;timePeriodEndDateTime;dataValue;regionState;Dist
19140;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2018-01-31T00:00:00.000Z;  102376;PA;5 miles
19140;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2018-02-28T00:00:00.000Z;   93806;PA;5 miles
19140;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2018-03-31T00:00:00.000Z;   97621;PA;5 miles
19140;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2018-04-30T00:00:00.000Z;  100837;PA;5 miles
19140;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2018-05-31T00:00:00.000Z;  109366;PA;5 miles
19140;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2018-06-30T00:00:00.000Z;  106884;PA;5 miles
19140;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2018-07-31T00:00:00.000Z;  104545;PA;5 miles
19140;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2018-08-31T00:00:00.000Z;  102342;PA;5 miles
19140;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2018-09-30T00:00:00.000Z;  107279;PA;5 miles
19140;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2018-10-31T00:00:00.000Z;  108955;PA;5 miles
19140;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2018-11-30T00:00:00.000Z;  110465;PA;5 miles
19140;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2018-12-31T00:00:00.000Z;  111799;PA;5 miles
19140;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2019-01-31T00:00:00.000Z;  110184;PA;5 miles
19140;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2019-02-28T00:00:00.000Z;  108855;PA;5 miles
19140;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2019-03-31T00:00:00.000Z;  108159;PA;5 miles
19140;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2019-04-30T00:00:00.000Z;  100885;PA;5 miles
19140;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2019-05-31T00:00:00.000Z;  104998;PA;5 miles
19140;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2019-06-30T00:00:00.000Z;  108326;PA;5 miles
19140;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2019-07-31T00:00:00.000Z;  106224;PA;5 miles
19140;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2019-08-31T00:00:00.000Z;  100115;PA;5 miles
19140;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2019-09-30T00:00:00.000Z;  101137;PA;5 miles
19140;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2019-10-31T00:00:00.000Z;   93660;PA;5 miles
19140;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2019-11-30T00:00:00.000Z;   93265;PA;5 miles
19140;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2019-12-31T00:00:00.000Z;   97499;PA;5 miles
19140;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2020-01-31T00:00:00.000Z;   96969;PA;5 miles
19140;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2020-02-29T00:00:00.000Z;   92508;PA;5 miles
19140;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2020-03-31T00:00:00.000Z;   89105;PA;5 miles
19140;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2020-04-30T00:00:00.000Z;   90795;PA;5 miles
19140;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2020-05-31T00:00:00.000Z;   90277;PA;5 miles
19140;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2020-06-30T00:00:00.000Z;   91375;PA;5 miles
19140;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2020-07-31T00:00:00.000Z;   94687;PA;5 miles
19140;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2020-08-31T00:00:00.000Z;  100399;PA;5 miles
19140;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2020-09-30T00:00:00.000Z;  109747;PA;5 miles
19140;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2020-10-31T00:00:00.000Z;  118846;PA;5 miles
19140;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2020-11-30T00:00:00.000Z;  127488;PA;5 miles
19140;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2020-12-31T00:00:00.000Z;  135293;PA;5 miles
19140;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2021-01-31T00:00:00.000Z;  143621;PA;5 miles
19140;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2021-02-28T00:00:00.000Z;  152509;PA;5 miles
19140;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2021-03-31T00:00:00.000Z;  154689;PA;5 miles
19140;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2021-04-30T00:00:00.000Z;  152397;PA;5 miles
19140;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2021-05-31T00:00:00.000Z;  160351;PA;5 miles
19140;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2021-06-30T00:00:00.000Z;  152789;PA;5 miles
19140;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2021-07-31T00:00:00.000Z;  153737;PA;5 miles
19140;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2021-08-31T00:00:00.000Z;  152248;PA;5 miles
19140;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2021-09-30T00:00:00.000Z;  145518;PA;5 miles
20037;District of Columbia;Washington-Arlington-Alexandria;Washington;2018-01-31T00:00:00.000Z;  277260;DC;5 miles
20037;District of Columbia;Washington-Arlington-Alexandria;Washington;2018-02-28T00:00:00.000Z;  279882;DC;5 miles
20037;District of Columbia;Washington-Arlington-Alexandria;Washington;2018-03-31T00:00:00.000Z;  277638;DC;5 miles
20037;District of Columbia;Washington-Arlington-Alexandria;Washington;2018-04-30T00:00:00.000Z;  278520;DC;5 miles
20037;District of Columbia;Washington-Arlington-Alexandria;Washington;2018-05-31T00:00:00.000Z;  280798;DC;5 miles
20037;District of Columbia;Washington-Arlington-Alexandria;Washington;2018-06-30T00:00:00.000Z;  280728;DC;5 miles
20037;District of Columbia;Washington-Arlington-Alexandria;Washington;2018-07-31T00:00:00.000Z;  281769;DC;5 miles
20037;District of Columbia;Washington-Arlington-Alexandria;Washington;2018-08-31T00:00:00.000Z;  281528;DC;5 miles
20037;District of Columbia;Washington-Arlington-Alexandria;Washington;2018-09-30T00:00:00.000Z;  280945;DC;5 miles
20037;District of Columbia;Washington-Arlington-Alexandria;Washington;2018-10-31T00:00:00.000Z;  281163;DC;5 miles
20037;District of Columbia;Washington-Arlington-Alexandria;Washington;2018-11-30T00:00:00.000Z;  282896;DC;5 miles
20037;District of Columbia;Washington-Arlington-Alexandria;Washington;2018-12-31T00:00:00.000Z;  280501;DC;5 miles
20037;District of Columbia;Washington-Arlington-Alexandria;Washington;2019-01-31T00:00:00.000Z;  280478;DC;5 miles
20037;District of Columbia;Washington-Arlington-Alexandria;Washington;2019-02-28T00:00:00.000Z;  280164;DC;5 miles
20037;District of Columbia;Washington-Arlington-Alexandria;Washington;2019-03-31T00:00:00.000Z;  281682;DC;5 miles
20037;District of Columbia;Washington-Arlington-Alexandria;Washington;2019-04-30T00:00:00.000Z;  280525;DC;5 miles
20037;District of Columbia;Washington-Arlington-Alexandria;Washington;2019-05-31T00:00:00.000Z;  279711;DC;5 miles
20037;District of Columbia;Washington-Arlington-Alexandria;Washington;2019-06-30T00:00:00.000Z;  280354;DC;5 miles
20037;District of Columbia;Washington-Arlington-Alexandria;Washington;2019-07-31T00:00:00.000Z;  276389;DC;5 miles
20037;District of Columbia;Washington-Arlington-Alexandria;Washington;2019-08-31T00:00:00.000Z;  277665;DC;5 miles
20037;District of Columbia;Washington-Arlington-Alexandria;Washington;2019-09-30T00:00:00.000Z;  281129;DC;5 miles
20037;District of Columbia;Washington-Arlington-Alexandria;Washington;2019-10-31T00:00:00.000Z;  280658;DC;5 miles
20037;District of Columbia;Washington-Arlington-Alexandria;Washington;2019-11-30T00:00:00.000Z;  282356;DC;5 miles
20037;District of Columbia;Washington-Arlington-Alexandria;Washington;2019-12-31T00:00:00.000Z;  284101;DC;5 miles
20037;District of Columbia;Washington-Arlington-Alexandria;Washington;2020-01-31T00:00:00.000Z;  285336;DC;5 miles
20037;District of Columbia;Washington-Arlington-Alexandria;Washington;2020-02-29T00:00:00.000Z;  285354;DC;5 miles
20037;District of Columbia;Washington-Arlington-Alexandria;Washington;2020-03-31T00:00:00.000Z;  281854;DC;5 miles
20037;District of Columbia;Washington-Arlington-Alexandria;Washington;2020-04-30T00:00:00.000Z;  286939;DC;5 miles
20037;District of Columbia;Washington-Arlington-Alexandria;Washington;2020-05-31T00:00:00.000Z;  285726;DC;5 miles
20037;District of Columbia;Washington-Arlington-Alexandria;Washington;2020-06-30T00:00:00.000Z;  287997;DC;5 miles
20037;District of Columbia;Washington-Arlington-Alexandria;Washington;2020-07-31T00:00:00.000Z;  288989;DC;5 miles
20037;District of Columbia;Washington-Arlington-Alexandria;Washington;2020-08-31T00:00:00.000Z;  287308;DC;5 miles
20037;District of Columbia;Washington-Arlington-Alexandria;Washington;2020-09-30T00:00:00.000Z;  290978;DC;5 miles
20037;District of Columbia;Washington-Arlington-Alexandria;Washington;2020-10-31T00:00:00.000Z;  294037;DC;5 miles
20037;District of Columbia;Washington-Arlington-Alexandria;Washington;2020-11-30T00:00:00.000Z;  304687;DC;5 miles
20037;District of Columbia;Washington-Arlington-Alexandria;Washington;2020-12-31T00:00:00.000Z;  308250;DC;5 miles
20037;District of Columbia;Washington-Arlington-Alexandria;Washington;2021-01-31T00:00:00.000Z;  303851;DC;5 miles
20037;District of Columbia;Washington-Arlington-Alexandria;Washington;2021-02-28T00:00:00.000Z;  305300;DC;5 miles
20037;District of Columbia;Washington-Arlington-Alexandria;Washington;2021-03-31T00:00:00.000Z;  304859;DC;5 miles
20037;District of Columbia;Washington-Arlington-Alexandria;Washington;2021-04-30T00:00:00.000Z;  303589;DC;5 miles
20037;District of Columbia;Washington-Arlington-Alexandria;Washington;2021-05-31T00:00:00.000Z;  302883;DC;5 miles
20037;District of Columbia;Washington-Arlington-Alexandria;Washington;2021-06-30T00:00:00.000Z;  302138;DC;5 miles
20037;District of Columbia;Washington-Arlington-Alexandria;Washington;2021-07-31T00:00:00.000Z;  299608;DC;5 miles
20037;District of Columbia;Washington-Arlington-Alexandria;Washington;2021-08-31T00:00:00.000Z;  299491;DC;5 miles
20037;District of Columbia;Washington-Arlington-Alexandria;Washington;2021-09-30T00:00:00.000Z;  299199;DC;5 miles
08103;Camden County;Philadelphia-Camden-Wilmington;Camden;2018-01-31T00:00:00.000Z;   40477;NJ;5 miles
08103;Camden County;Philadelphia-Camden-Wilmington;Camden;2018-02-28T00:00:00.000Z;   42357;NJ;5 miles
08103;Camden County;Philadelphia-Camden-Wilmington;Camden;2018-03-31T00:00:00.000Z;   42759;NJ;5 miles
08103;Camden County;Philadelphia-Camden-Wilmington;Camden;2018-04-30T00:00:00.000Z;   39881;NJ;5 miles
08103;Camden County;Philadelphia-Camden-Wilmington;Camden;2018-05-31T00:00:00.000Z;   40574;NJ;5 miles
08103;Camden County;Philadelphia-Camden-Wilmington;Camden;2018-06-30T00:00:00.000Z;   42397;NJ;5 miles
08103;Camden County;Philadelphia-Camden-Wilmington;Camden;2018-07-31T00:00:00.000Z;   41920;NJ;5 miles
08103;Camden County;Philadelphia-Camden-Wilmington;Camden;2018-08-31T00:00:00.000Z;   42398;NJ;5 miles
08103;Camden County;Philadelphia-Camden-Wilmington;Camden;2018-09-30T00:00:00.000Z;   43133;NJ;5 miles
08103;Camden County;Philadelphia-Camden-Wilmington;Camden;2018-10-31T00:00:00.000Z;   43517;NJ;5 miles
08103;Camden County;Philadelphia-Camden-Wilmington;Camden;2018-11-30T00:00:00.000Z;   43306;NJ;5 miles
08103;Camden County;Philadelphia-Camden-Wilmington;Camden;2018-12-31T00:00:00.000Z;   44901;NJ;5 miles
08103;Camden County;Philadelphia-Camden-Wilmington;Camden;2019-01-31T00:00:00.000Z;   44746;NJ;5 miles
08103;Camden County;Philadelphia-Camden-Wilmington;Camden;2019-02-28T00:00:00.000Z;   43079;NJ;5 miles
08103;Camden County;Philadelphia-Camden-Wilmington;Camden;2019-03-31T00:00:00.000Z;   44837;NJ;5 miles
08103;Camden County;Philadelphia-Camden-Wilmington;Camden;2019-04-30T00:00:00.000Z;   46782;NJ;5 miles
08103;Camden County;Philadelphia-Camden-Wilmington;Camden;2019-05-31T00:00:00.000Z;   46359;NJ;5 miles
08103;Camden County;Philadelphia-Camden-Wilmington;Camden;2019-06-30T00:00:00.000Z;   48450;NJ;5 miles
08103;Camden County;Philadelphia-Camden-Wilmington;Camden;2019-07-31T00:00:00.000Z;   48109;NJ;5 miles
08103;Camden County;Philadelphia-Camden-Wilmington;Camden;2019-08-31T00:00:00.000Z;   47930;NJ;5 miles
08103;Camden County;Philadelphia-Camden-Wilmington;Camden;2019-09-30T00:00:00.000Z;   47268;NJ;5 miles
08103;Camden County;Philadelphia-Camden-Wilmington;Camden;2019-10-31T00:00:00.000Z;   46358;NJ;5 miles
08103;Camden County;Philadelphia-Camden-Wilmington;Camden;2019-11-30T00:00:00.000Z;   47422;NJ;5 miles
08103;Camden County;Philadelphia-Camden-Wilmington;Camden;2019-12-31T00:00:00.000Z;   48843;NJ;5 miles
08103;Camden County;Philadelphia-Camden-Wilmington;Camden;2020-01-31T00:00:00.000Z;   45555;NJ;5 miles
08103;Camden County;Philadelphia-Camden-Wilmington;Camden;2020-02-29T00:00:00.000Z;   47171;NJ;5 miles
08103;Camden County;Philadelphia-Camden-Wilmington;Camden;2020-03-31T00:00:00.000Z;   50047;NJ;5 miles
08103;Camden County;Philadelphia-Camden-Wilmington;Camden;2020-04-30T00:00:00.000Z;   50953;NJ;5 miles
08103;Camden County;Philadelphia-Camden-Wilmington;Camden;2020-05-31T00:00:00.000Z;   49304;NJ;5 miles
08103;Camden County;Philadelphia-Camden-Wilmington;Camden;2020-06-30T00:00:00.000Z;   51507;NJ;5 miles
08103;Camden County;Philadelphia-Camden-Wilmington;Camden;2020-07-31T00:00:00.000Z;   53768;NJ;5 miles
08103;Camden County;Philadelphia-Camden-Wilmington;Camden;2020-08-31T00:00:00.000Z;   52688;NJ;5 miles
08103;Camden County;Philadelphia-Camden-Wilmington;Camden;2020-09-30T00:00:00.000Z;   57725;NJ;5 miles
08103;Camden County;Philadelphia-Camden-Wilmington;Camden;2020-10-31T00:00:00.000Z;   58338;NJ;5 miles
08103;Camden County;Philadelphia-Camden-Wilmington;Camden;2020-11-30T00:00:00.000Z;   56744;NJ;5 miles
08103;Camden County;Philadelphia-Camden-Wilmington;Camden;2020-12-31T00:00:00.000Z;   57903;NJ;5 miles
08103;Camden County;Philadelphia-Camden-Wilmington;Camden;2021-01-31T00:00:00.000Z;   61789;NJ;5 miles
08103;Camden County;Philadelphia-Camden-Wilmington;Camden;2021-02-28T00:00:00.000Z;   59642;NJ;5 miles
08103;Camden County;Philadelphia-Camden-Wilmington;Camden;2021-03-31T00:00:00.000Z;   62237;NJ;5 miles
08103;Camden County;Philadelphia-Camden-Wilmington;Camden;2021-04-30T00:00:00.000Z;   64177;NJ;5 miles
08103;Camden County;Philadelphia-Camden-Wilmington;Camden;2021-05-31T00:00:00.000Z;   61519;NJ;5 miles
08103;Camden County;Philadelphia-Camden-Wilmington;Camden;2021-06-30T00:00:00.000Z;   64709;NJ;5 miles
08103;Camden County;Philadelphia-Camden-Wilmington;Camden;2021-07-31T00:00:00.000Z;   69093;NJ;5 miles
08103;Camden County;Philadelphia-Camden-Wilmington;Camden;2021-08-31T00:00:00.000Z;   70304;NJ;5 miles
08103;Camden County;Philadelphia-Camden-Wilmington;Camden;2021-09-30T00:00:00.000Z;   71290;NJ;5 miles
19139;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2018-01-31T00:00:00.000Z;  140461;PA;5 miles
19139;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2018-02-28T00:00:00.000Z;  136767;PA;5 miles
19139;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2018-03-31T00:00:00.000Z;  147065;PA;5 miles
19139;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2018-04-30T00:00:00.000Z;  151856;PA;5 miles
19139;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2018-05-31T00:00:00.000Z;  155564;PA;5 miles
19139;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2018-06-30T00:00:00.000Z;  166509;PA;5 miles
19139;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2018-07-31T00:00:00.000Z;  162669;PA;5 miles
19139;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2018-08-31T00:00:00.000Z;  160327;PA;5 miles
19139;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2018-09-30T00:00:00.000Z;  159477;PA;5 miles
19139;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2018-10-31T00:00:00.000Z;  157836;PA;5 miles
19139;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2018-11-30T00:00:00.000Z;  167796;PA;5 miles
19139;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2018-12-31T00:00:00.000Z;  173079;PA;5 miles
19139;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2019-01-31T00:00:00.000Z;  167712;PA;5 miles
19139;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2019-02-28T00:00:00.000Z;  169602;PA;5 miles
19139;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2019-03-31T00:00:00.000Z;  172787;PA;5 miles
19139;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2019-04-30T00:00:00.000Z;  178372;PA;5 miles
19139;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2019-05-31T00:00:00.000Z;  176728;PA;5 miles
19139;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2019-06-30T00:00:00.000Z;  183214;PA;5 miles
19139;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2019-07-31T00:00:00.000Z;  181847;PA;5 miles
19139;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2019-08-31T00:00:00.000Z;  178602;PA;5 miles
19139;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2019-09-30T00:00:00.000Z;  183714;PA;5 miles
19139;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2019-10-31T00:00:00.000Z;  183731;PA;5 miles
19139;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2019-11-30T00:00:00.000Z;  185663;PA;5 miles
19139;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2019-12-31T00:00:00.000Z;  187901;PA;5 miles
19139;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2020-01-31T00:00:00.000Z;  188907;PA;5 miles
19139;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2020-02-29T00:00:00.000Z;  190067;PA;5 miles
19139;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2020-03-31T00:00:00.000Z;  184675;PA;5 miles
19139;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2020-04-30T00:00:00.000Z;  187665;PA;5 miles
19139;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2020-05-31T00:00:00.000Z;  187516;PA;5 miles
19139;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2020-06-30T00:00:00.000Z;  195815;PA;5 miles
19139;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2020-07-31T00:00:00.000Z;  195059;PA;5 miles
19139;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2020-08-31T00:00:00.000Z;  204941;PA;5 miles
19139;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2020-09-30T00:00:00.000Z;  223075;PA;5 miles
19139;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2020-10-31T00:00:00.000Z;  225420;PA;5 miles
19139;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2020-11-30T00:00:00.000Z;  228928;PA;5 miles
19139;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2020-12-31T00:00:00.000Z;  231815;PA;5 miles
19139;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2021-01-31T00:00:00.000Z;  227744;PA;5 miles
19139;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2021-02-28T00:00:00.000Z;  232225;PA;5 miles
19139;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2021-03-31T00:00:00.000Z;  234792;PA;5 miles
19139;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2021-04-30T00:00:00.000Z;  234339;PA;5 miles
19139;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2021-05-31T00:00:00.000Z;  238751;PA;5 miles
19139;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2021-06-30T00:00:00.000Z;  239308;PA;5 miles
19139;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2021-07-31T00:00:00.000Z;  230564;PA;5 miles
19139;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2021-08-31T00:00:00.000Z;  221354;PA;5 miles
19139;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2021-09-30T00:00:00.000Z;  216751;PA;5 miles
19133;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2018-01-31T00:00:00.000Z;  113592;PA;5 miles
19133;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2018-02-28T00:00:00.000Z;  106832;PA;5 miles
19133;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2018-03-31T00:00:00.000Z;  112390;PA;5 miles
19133;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2018-04-30T00:00:00.000Z;  111913;PA;5 miles
19133;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2018-05-31T00:00:00.000Z;  113826;PA;5 miles
19133;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2018-06-30T00:00:00.000Z;  117823;PA;5 miles
19133;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2018-07-31T00:00:00.000Z;  121997;PA;5 miles
19133;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2018-08-31T00:00:00.000Z;  118582;PA;5 miles
19133;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2018-09-30T00:00:00.000Z;  119332;PA;5 miles
19133;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2018-10-31T00:00:00.000Z;  120171;PA;5 miles
19133;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2018-11-30T00:00:00.000Z;  125204;PA;5 miles
19133;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2018-12-31T00:00:00.000Z;  121946;PA;5 miles
19133;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2019-01-31T00:00:00.000Z;  117449;PA;5 miles
19133;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2019-02-28T00:00:00.000Z;  111844;PA;5 miles
19133;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2019-03-31T00:00:00.000Z;  115656;PA;5 miles
19133;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2019-04-30T00:00:00.000Z;  117231;PA;5 miles
19133;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2019-05-31T00:00:00.000Z;  125226;PA;5 miles
19133;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2019-06-30T00:00:00.000Z;  122796;PA;5 miles
19133;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2019-07-31T00:00:00.000Z;  122087;PA;5 miles
19133;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2019-08-31T00:00:00.000Z;  118009;PA;5 miles
19133;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2019-09-30T00:00:00.000Z;  121794;PA;5 miles
19133;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2019-10-31T00:00:00.000Z;  128526;PA;5 miles
19133;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2019-11-30T00:00:00.000Z;  130669;PA;5 miles
19133;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2019-12-31T00:00:00.000Z;  132507;PA;5 miles
19133;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2020-01-31T00:00:00.000Z;  132340;PA;5 miles
19133;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2020-02-29T00:00:00.000Z;  131052;PA;5 miles
19133;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2020-03-31T00:00:00.000Z;  129036;PA;5 miles
19133;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2020-04-30T00:00:00.000Z;  130579;PA;5 miles
19133;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2020-05-31T00:00:00.000Z;  134752;PA;5 miles
19133;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2020-06-30T00:00:00.000Z;  135762;PA;5 miles
19133;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2020-07-31T00:00:00.000Z;  140075;PA;5 miles
19133;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2020-08-31T00:00:00.000Z;  140897;PA;5 miles
19133;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2020-09-30T00:00:00.000Z;  142051;PA;5 miles
19133;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2020-10-31T00:00:00.000Z;  143544;PA;5 miles
19133;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2020-11-30T00:00:00.000Z;  157868;PA;5 miles
19133;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2020-12-31T00:00:00.000Z;  161673;PA;5 miles
19133;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2021-01-31T00:00:00.000Z;  164864;PA;5 miles
19133;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2021-02-28T00:00:00.000Z;  170417;PA;5 miles
19133;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2021-03-31T00:00:00.000Z;  168042;PA;5 miles
19133;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2021-04-30T00:00:00.000Z;  164063;PA;5 miles
19133;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2021-05-31T00:00:00.000Z;  166275;PA;5 miles
19133;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2021-06-30T00:00:00.000Z;  164327;PA;5 miles
19133;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2021-07-31T00:00:00.000Z;  157279;PA;5 miles
19133;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2021-08-31T00:00:00.000Z;  151583;PA;5 miles
19133;Philadelphia County;Philadelphia-Camden-Wilmington;Philadelphia;2021-09-30T00:00:00.000Z;  151483;PA;5 miles
